w,Unit cell x-dimension (# of pixels),Unit cell y-dimension (# of pixels),Geometry encoding (Condensed 15),Geometry encoding (Condensed 25),"Geometry encoding (full, row-major)",Plane Stress/Plane Strain,C11 (sxx-exx),C12  (sxx-eyy),C22 (syy-eyy),C16  (sxx-exy),C26 (syy-exy),C66 (sxy-exy),Constituent Material CM0,CM0: C11,CM0: C12,CM0: C22,CM0: C16,CM0: C26,CM0: C66,Constituent Material CM1,CM1: C11,CM1: C12,CM1: C22,CM1: C16,CM1: C26,CM1: C66
C4v,10,10,000000000010011,,1100000011101000010101000000100000000000000000000000000000000000000000010000001010100001011100000011,Plane Strain,1436543138,553733014,1436543138,0,0,357907352,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000010100,,0000000000011000011001000000100000000000000000000000000000000000000000010000001001100001100000000000,Plane Strain,1907234228,775695901,1907234228,0,0,433931659,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000010101,,1000000001011000011001000000100000000000000000000000000000000000000000010000001001100001101000000001,Plane Strain,1530347496,631460751,1530347496,0,0,411435598,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000010110,,0100000010111000011101000000100000000000000000000000000000000000000000010000001011100001110100000010,Plane Strain,1224752445,403019890,1224752445,0,0,184059649,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000010111,,1100000011111000011101000000100000000000000000000000000000000000000000010000001011100001111100000011,Plane Strain,1209337558,393973663,1209337558,0,0,184006559,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000011000,,0010000100001000010011000000110000000000000000000000000000000000000000110000001100100001000010000100,Plane Strain,1419078908,527016095,1419078908,0,0,329868710,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000011001,,1010000101001000010011000000110000000000000000000000000000000000000000110000001100100001001010000101,Plane Strain,1400139051,509331713,1400139051,0,0,249779398,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000011010,,0110000110101000010111000000110000000000000000000000000000000000000000110000001110100001010110000110,Plane Strain,1287229760,487085180,1287229760,0,0,278459199,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000011011,,1110000111101000010111000000110000000000000000000000000000000000000000110000001110100001011110000111,Plane Strain,1180991046,382040422,1180991046,0,0,179972302,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000011100,,0010000100011000011011000000110000000000000000000000000000000000000000110000001101100001100010000100,Plane Strain,1203204159,398923320,1203204159,0,0,184909207,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000011101,,1010000101011000011011000000110000000000000000000000000000000000000000110000001101100001101010000101,Plane Strain,1200755141,397143451,1200755141,0,0,182012200,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000011110,,0110000110111000011111000000110000000000000000000000000000000000000000110000001111100001110110000110,Plane Strain,1178666089,380949183,1178666089,0,0,178496971,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000011111,,1110000111111000011111000000110000000000000000000000000000000000000000110000001111100001111110000111,Plane Strain,1171812925,374540303,1171812925,0,0,178128211,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000100000,,0000000000000000000000100001000000000000000000000000000000000000000000001000010000000000000000000000,Plane Strain,2579118682,1203244538,2579118682,0,0,657404769,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000100001,,1000000001000000000000100001000000000000000000000000000000000000000000001000010000000000001000000001,Plane Strain,2225773098,1003133336,2225773098,0,0,595297596,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000100010,,0100000010100000000100100001000000000000000000000000000000000000000000001000010010000000010100000010,Plane Strain,1858954514,804460439,1858954514,0,0,503610811,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000100011,,1100000011100000000100100001000000000000000000000000000000000000000000001000010010000000011100000011,Plane Strain,1678715709,706325350,1678715709,0,0,445881773,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000100100,,0000000000010000001000100001000000000000000000000000000000000000000000001000010001000000100000000000,Plane Strain,2200388033,978369378,2200388033,0,0,575995770,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000100101,,1000000001010000001000100001000000000000000000000000000000000000000000001000010001000000101000000001,Plane Strain,1749229940,753480208,1749229940,0,0,507234700,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000100110,,0100000010110000001100100001000000000000000000000000000000000000000000001000010011000000110100000010,Plane Strain,1430838699,514749311,1430838699,0,0,296113351,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000100111,,1100000011110000001100100001000000000000000000000000000000000000000000001000010011000000111100000011,Plane Strain,1414797870,502940205,1414797870,0,0,295745338,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000101000,,0010000100000000000010100001010000000000000000000000000000000000000000101000010100000000000010000100,Plane Strain,1931691410,776148122,1931691410,0,0,433671987,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000101001,,1010000101000000000010100001010000000000000000000000000000000000000000101000010100000000001010000101,Plane Strain,1806552301,680739265,1806552301,0,0,314574285,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000101010,,0110000110100000000110100001010000000000000000000000000000000000000000101000010110000000010110000110,Plane Strain,1454136471,550340814,1454136471,0,0,326264539,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000101011,,1110000111100000000110100001010000000000000000000000000000000000000000101000010110000000011110000111,Plane Strain,1208748338,402103561,1208748338,0,0,245785524,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000101100,,0010000100010000001010100001010000000000000000000000000000000000000000101000010101000000100010000100,Plane Strain,1563515160,617957304,1563515160,0,0,400754815,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000101101,,1010000101010000001010100001010000000000000000000000000000000000000000101000010101000000101010000101,Plane Strain,1460413702,562422243,1460413702,0,0,285062987,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000101110,,0110000110110000001110100001010000000000000000000000000000000000000000101000010111000000110110000110,Plane Strain,1193250263,392810477,1193250263,0,0,230921118,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000101111,,1110000111110000001110100001010000000000000000000000000000000000000000101000010111000000111110000111,Plane Strain,1182907438,383331808,1182907438,0,0,229881659,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000110000,,0000000000001000010001100001100000000000000000000000000000000000000000011000011000100001000000000000,Plane Strain,1887005807,760885794,1887005807,0,0,443262657,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000110001,,1000000001001000010001100001100000000000000000000000000000000000000000011000011000100001001000000001,Plane Strain,1634717533,688642251,1634717533,0,0,433134135,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000110010,,0100000010101000010101100001100000000000000000000000000000000000000000011000011010100001010100000010,Plane Strain,1343925000,482918423,1343925000,0,0,332009126,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000110011,,1100000011101000010101100001100000000000000000000000000000000000000000011000011010100001011100000011,Plane Strain,1266732858,477346217,1266732858,0,0,299951465,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000110100,,0000000000011000011001100001100000000000000000000000000000000000000000011000011001100001100000000000,Plane Strain,1782711967,679368483,1782711967,0,0,360142533,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000110101,,1000000001011000011001100001100000000000000000000000000000000000000000011000011001100001101000000001,Plane Strain,1409080404,538446675,1409080404,0,0,340469818,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000110110,,0100000010111000011101100001100000000000000000000000000000000000000000011000011011100001110100000010,Plane Strain,1104874796,312061020,1104874796,0,0,118167223,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000110111,,1100000011111000011101100001100000000000000000000000000000000000000000011000011011100001111100000011,Plane Strain,1091666245,304618086,1091666245,0,0,117988939,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000111000,,0010000100001000010011100001110000000000000000000000000000000000000000111000011100100001000010000100,Plane Strain,1105778530,316208846,1105778530,0,0,115273647,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000111001,,1010000101001000010011100001110000000000000000000000000000000000000000111000011100100001001010000101,Plane Strain,1103885511,314853273,1103885511,0,0,114962829,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000111010,,0110000110101000010111100001110000000000000000000000000000000000000000111000011110100001010110000110,Plane Strain,1079442286,302815205,1079442286,0,0,114504482,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000111011,,1110000111101000010111100001110000000000000000000000000000000000000000111000011110100001011110000111,Plane Strain,1067619988,293090492,1067619988,0,0,111476885,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000111100,,0010000100011000011011100001110000000000000000000000000000000000000000111000011101100001100010000100,Plane Strain,1088595119,307969224,1088595119,0,0,114577628,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000111101,,1010000101011000011011100001110000000000000000000000000000000000000000111000011101100001101010000101,Plane Strain,1086566008,306484114,1086566008,0,0,113211767,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000111110,,0110000110111000011111100001110000000000000000000000000000000000000000111000011111100001110110000110,Plane Strain,1067453565,293060820,1067453565,0,0,111387430,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000000111111,,1110000111111000011111100001110000000000000000000000000000000000000000111000011111100001111110000111,Plane Strain,1061172528,287646325,1061172528,0,0,111213295,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001000000,,0001001000000000000000000000001000000001000000000000000000001000000001000000000000000000000001001000,Plane Strain,2210386494,975858953,2210386494,0,0,570378274,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001000001,,1001001001000000000000000000001000000001000000000000000000001000000001000000000000000000001001001001,Plane Strain,2013068858,815649267,2013068858,0,0,408108645,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001000010,,0101001010100000000100000000001000000001000000000000000000001000000001000000000010000000010101001010,Plane Strain,1734232455,665004768,1734232455,0,0,341993348,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001000011,,1101001011100000000100000000001000000001000000000000000000001000000001000000000010000000011101001011,Plane Strain,1572227563,559701321,1572227563,0,0,222883206,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001000100,,0001001000010000001000000000001000000001000000000000000000001000000001000000000001000000100001001000,Plane Strain,1938035968,819664435,1938035968,0,0,501378390,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001000101,,1001001001010000001000000000001000000001000000000000000000001000000001000000000001000000101001001001,Plane Strain,1714993653,671929186,1714993653,0,0,375055164,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001000110,,0101001010110000001100000000001000000001000000000000000000001000000001000000000011000000110101001010,Plane Strain,1456968276,474480149,1456968276,0,0,184536831,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001000111,,1101001011110000001100000000001000000001000000000000000000001000000001000000000011000000111101001011,Plane Strain,1442366678,462382401,1442366678,0,0,183189457,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001001000,,0011001100000000000010000000011000000001000000000000000000001000000001100000000100000000000011001100,Plane Strain,1699397013,696372530,1699397013,0,0,451094831,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001001001,,1011001101000000000010000000011000000001000000000000000000001000000001100000000100000000001011001101,Plane Strain,1542270530,549006917,1542270530,0,0,229297258,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001001010,,0111001110100000000110000000011000000001000000000000000000001000000001100000000110000000010111001110,Plane Strain,1081527560,385410963,1081527560,0,0,269293852,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001001011,,1111001111100000000110000000011000000001000000000000000000001000000001100000000110000000011111001111,Plane Strain,827081515,239212788,827081515,0,0,131107987,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001001100,,0011001100010000001010000000011000000001000000000000000000001000000001100000000101000000100011001100,Plane Strain,1293253300,522455506,1293253300,0,0,366399675,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001001101,,1011001101010000001010000000011000000001000000000000000000001000000001100000000101000000101011001101,Plane Strain,1187948566,440175929,1187948566,0,0,193828308,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001001110,,0111001110110000001110000000011000000001000000000000000000001000000001100000000111000000110111001110,Plane Strain,823723970,242352461,823723970,0,0,132363251,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001001111,,1111001111110000001110000000011000000001000000000000000000001000000001100000000111000000111111001111,Plane Strain,813678387,233939468,813678387,0,0,130240205,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001010000,,0001001000001000010001000000101000000001000000000000000000001000000001010000001000100001000001001000,Plane Strain,1463547848,626330118,1463547848,0,0,443151931,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001010001,,1001001001001000010001000000101000000001000000000000000000001000000001010000001000100001001001001001,Plane Strain,1383190395,568394368,1383190395,0,0,350659150,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001010010,,0101001010101000010101000000101000000001000000000000000000001000000001010000001010100001010101001010,Plane Strain,1230288007,477437287,1230288007,0,0,302017049,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001010011,,1101001011101000010101000000101000000001000000000000000000001000000001010000001010100001011101001011,Plane Strain,1123513573,396845981,1123513573,0,0,192942087,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001010100,,0001001000011000011001000000101000000001000000000000000000001000000001010000001001100001100001001000,Plane Strain,1234155441,483810559,1234155441,0,0,338138656,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001010101,,1001001001011000011001000000101000000001000000000000000000001000000001010000001001100001101001001001,Plane Strain,1131473454,434562119,1131473454,0,0,313162429,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001010110,,0101001010111000011101000000101000000001000000000000000000001000000001010000001011100001110101001010,Plane Strain,936760571,280980453,936760571,0,0,119112094,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001010111,,1101001011111000011101000000101000000001000000000000000000001000000001010000001011100001111101001011,Plane Strain,921982785,270202369,921982785,0,0,118915893,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001011000,,0011001100001000010011000000111000000001000000000000000000001000000001110000001100100001000011001100,Plane Strain,1051292224,390234976,1051292224,0,0,264963758,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001011001,,1011001101001000010011000000111000000001000000000000000000001000000001110000001100100001001011001101,Plane Strain,1031123196,373498309,1031123196,0,0,185176731,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001011010,,0111001110101000010111000000111000000001000000000000000000001000000001110000001110100001010111001110,Plane Strain,921113373,343181697,921113373,0,0,213566517,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001011011,,1111001111101000010111000000111000000001000000000000000000001000000001110000001110100001011111001111,Plane Strain,803274032,226700431,803274032,0,0,115230170,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001011100,,0011001100011000011011000000111000000001000000000000000000001000000001110000001101100001100011001100,Plane Strain,816232380,241056763,816232380,0,0,123330066,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001011101,,1011001101011000011011000000111000000001000000000000000000001000000001110000001101100001101011001101,Plane Strain,814693214,239561881,814693214,0,0,119324228,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001011110,,0111001110111000011111000000111000000001000000000000000000001000000001110000001111100001110111001110,Plane Strain,798743072,225040009,798743072,0,0,115312666,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001011111,,1111001111111000011111000000111000000001000000000000000000001000000001110000001111100001111111001111,Plane Strain,792929643,219266087,792929643,0,0,114619123,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001100000,,0001001000000000000000100001001000000001000000000000000000001000000001001000010000000000000001001000,Plane Strain,1916948851,805016291,1916948851,0,0,503037567,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001100001,,1001001001000000000000100001001000000001000000000000000000001000000001001000010000000000001001001001,Plane Strain,1754398544,693259099,1754398544,0,0,385549394,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001100010,,0101001010100000000100100001001000000001000000000000000000001000000001001000010010000000010101001010,Plane Strain,1529077949,581046254,1529077949,0,0,313997862,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001100011,,1101001011100000000100100001001000000001000000000000000000001000000001001000010010000000011101001011,Plane Strain,1382464741,501579484,1382464741,0,0,213968182,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001100100,,0001001000010000001000100001001000000001000000000000000000001000000001001000010001000000100001001000,Plane Strain,1667579050,707632606,1667579050,0,0,462530172,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001100101,,1001001001010000001000100001001000000001000000000000000000001000000001001000010001000000101001001001,Plane Strain,1447684368,580580040,1447684368,0,0,355330135,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001100110,,0101001010110000001100100001001000000001000000000000000000001000000001001000010011000000110101001010,Plane Strain,1206433588,391475046,1206433588,0,0,164516036,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001100111,,1101001011110000001100100001001000000001000000000000000000001000000001001000010011000000111101001011,Plane Strain,1191848525,379822281,1191848525,0,0,163343962,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001101000,,0011001100000000000010100001011000000001000000000000000000001000000001101000010100000000000011001100,Plane Strain,1531195795,563539243,1531195795,0,0,353180558,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001101001,,1011001101000000000010100001011000000001000000000000000000001000000001101000010100000000001011001101,Plane Strain,1416089072,463925702,1416089072,0,0,197075678,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001101010,,0111001110100000000110100001011000000001000000000000000000001000000001101000010110000000010111001110,Plane Strain,1040865487,352181584,1040865487,0,0,222778312,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001101011,,1111001111100000000110100001011000000001000000000000000000001000000001101000010110000000011111001111,Plane Strain,796701470,214868262,796701470,0,0,113227451,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001101100,,0011001100010000001010100001011000000001000000000000000000001000000001101000010101000000100011001100,Plane Strain,1205035175,463567562,1205035175,0,0,308510006,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001101101,,1011001101010000001010100001011000000001000000000000000000001000000001101000010101000000101011001101,Plane Strain,1108025666,396905866,1108025666,0,0,157128063,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001101110,,0111001110110000001110100001011000000001000000000000000000001000000001101000010111000000110111001110,Plane Strain,791931816,216735518,791931816,0,0,113373162,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001101111,,1111001111110000001110100001011000000001000000000000000000001000000001101000010111000000111111001111,Plane Strain,782298048,208409155,782298048,0,0,111469878,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001110000,,0001001000001000010001100001101000000001000000000000000000001000000001011000011000100001000001001000,Plane Strain,1201298874,457553664,1201298874,0,0,336393683,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001110001,,1001001001001000010001100001101000000001000000000000000000001000000001011000011000100001001001001001,Plane Strain,1147164529,436105797,1147164529,0,0,309940486,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001110010,,0101001010101000010101100001101000000001000000000000000000001000000001011000011010100001010101001010,Plane Strain,1045809744,363981715,1045809744,0,0,243074364,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001110011,,1101001011101000010101100001101000000001000000000000000000001000000001011000011010100001011101001011,Plane Strain,1000586561,360212158,1000586561,0,0,172748616,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001110100,,0001001000011000011001100001101000000001000000000000000000001000000001011000011001100001100001001000,Plane Strain,1176677669,439541440,1176677669,0,0,295771104,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001110101,,1001001001011000011001100001101000000001000000000000000000001000000001011000011001100001101001001001,Plane Strain,1073987261,390876643,1073987261,0,0,278463581,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001110110,,0101001010111000011101100001101000000001000000000000000000001000000001011000011011100001110101001010,Plane Strain,877705435,236429733,877705435,0,0,89728744,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001110111,,1101001011111000011101100001101000000001000000000000000000001000000001011000011011100001111101001011,Plane Strain,865285790,227599906,865285790,0,0,89694441,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
C4v,10,10,000000001111000,,0011001100001000010011100001111000000001000000000000000000001000000001111000011100100001000011001100,Plane Strain,790653892,214061611,790653892,0,0,90175608,Verowhite,2963290579,1459531181,2963290579,0,0,751879699,Tangleblack,34228188,32885906,34228188,0,0,671141
